asv_id,domain,phylum,class,order,family,genus,species,domain_confidence,phylum_confidence,class_confidence,order_confidence,family_confidence,genus_confidence,species_confidence
ASV35,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Phaeobacter italicus,100,100,100,100,100,97.91666666666667,97.91666666666667
ASV36,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gaetbulibacter,Gaetbulibacter jejuensis,100,100,100,100,100,36.24999999999999,35.916666666666636
ASV37,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles,Pelomonas aquatica,99.99999999999993,99.99999999999993,99.99999999999993,99.99999999999993,99.99999999999993,99.99999999999993,63.4722222222222
ASV38,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptuniibacter,Neptuniibacter caesariensis,100,100,100,100,100,99.5,39.833333333333336
ASV39,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas piratica,100,100,100,100,100,83.59869431643624,33.063262205302856
ASV40,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Qipengyuania,Qipengyuania aerophila,100,100,100,100,93.60985797827901,88.03700918964076,11.16963241436925
ASV41,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,Seonamhaeicola algicola,100,100,100,100,100,94.16666666666669,57.33333333333335
ASV43,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter,Halarcobacter bivalviorum,100,100,100,100,100,63.083333333333336,61.083333333333336
ASV48,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,100,100,100,100,100,100,100
ASV49,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera,Psychrosphaera ytuae,100.00000000000027,100.00000000000027,100.00000000000027,100.00000000000027,99.76630036630064,82.69063943303088,49.04166666666674
ASV50,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,100,100,100,100,100,100,100
ASV51,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptuniibacter,Neptuniibacter marinus,100,100,100,100,100,100,43
ASV52,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas ostreae,100,100,100,100,100,100,22.9
ASV54,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria profundi,100,100,100,100,98.05,98.05,47.15
ASV56,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,Celeribacter litoreus,100,100,100,100,96.66666666666667,64.7666666666667,40.61666666666666
ASV58,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,100,100,100,100,100,98.83333333333333,98.33333333333333
ASV59,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter,Halarcobacter bivalviorum,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,70.28333333333335,70.28333333333335
ASV60,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pickettii,100,100,100,100,100,100,100
ASV64,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Henriciella,Henriciella algicola,100,100,100,100,100,100,71.50000000000001
ASV65,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas meridiana,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,99.9166666666667,59.042460317460325
ASV67,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas piezotolerans,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,79.28571428571429
ASV68,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,100,100,100,100,100,88,88
ASV69,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas abrolhosensis,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,41.320502177710395
ASV71,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pseudotenacibaculum,Pseudotenacibaculum haliotis,100,100,100,100,100,62.59285714285715,62.59285714285715
ASV75,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,100,100,100,100,100,100,100
ASV76,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus coahuilensis,100,100,100,100,100,99.41666666666669,98.83333333333333
ASV77,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptuniibacter,Neptuniibacter halophilus,100,100,100,100,100,100,35.66666666666666
ASV78,Bacteria,Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Aureispira,Aureispira maritima,100,100,100,100,100,100,100
ASV79,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella decolorationis,100,100,100,100,100,100,50.16666666666666
ASV80,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter venetianus,100,100,100,100,100,100,100
ASV81,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera,Psychrosphaera saromensis,100,100,100,100,100,99,41
ASV82,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,Olleya marilimosa,100,100,100,100,100,85.55,76.1833333333333
ASV83,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Shimia,Shimia marina,100,100,100,100,100,85.75,84.41666666666667
ASV84,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia sibirica,100,100,100,100,100,97,33.47285332897464
ASV85,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Cellvibrionaceae,Eionea,Eionea nigra,100,100,100,43.76666666666668,28.200000000000003,28.200000000000003,28.200000000000003
ASV86,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella poriferorum,100,100,100,100,100,100,51
ASV87,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,84.33333333333323,84.33333333333323
ASV88,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella uliginis,100,100,100,100,100,100,96.66666666666667
ASV92,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,100,100,100,100,100,52.78333333333333,52.78333333333333
ASV93,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassovita,Thalassovita mediterranea,100,100,100,100,82.5,82.5,82.5
ASV94,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella haliclonae,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003,79.16666666666667,57.416666666666636
ASV95,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Lutimaribacter,Thalassobacter stenotrophicus,100,100,100,100,95.20238095238093,26.41984126984127,13.688888888888892
ASV96,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter,Halarcobacter bivalviorum,100,100,100,100,100,43.83333333333333,43.83333333333333
ASV97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV98,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,100,100,100,100,100,100,100
ASV100,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,100,100,100,100,100,100,100
ASV101,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacterioplanoides,Bacterioplanoides pacificum,100,100,100,97.25,95.25,60.91666666666665,60.91666666666665
ASV103,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas oceani,100,100,100,100,100,96.63333333333331,28.53333333333332
ASV104,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,100,100,100,100,100,93.25,93.25
ASV105,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas ascidiicola,100,100,100,100,100,100,49.25
ASV106,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter nitroreducens,100,100,100,100,100,100,100
ASV107,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas confluentis,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,92.76623376623375,26.494009645325427
ASV108,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,100,100,100,100,100,100,51.16666666666666
ASV109,Bacteria,Bacteroidota,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,Lewinella cohaerens,100,100,100,100,100,100,100
ASV110,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea coralli,100,100,100,100,98.00000000000001,94.66666666666669,26.000000000000007
ASV112,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,100,100,100,100,100,100,100
ASV116,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum litopenaei,100,100,100,100,100,100,100
ASV118,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,Hyphomonas atlantica,100,100,100,100,100,100,47.5
ASV120,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,100,100,100,100,100,100,100
ASV122,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Constantimarinum,Constantimarinum furrinae,100,100,100,100,100,59.333333333333336,59.333333333333336
ASV123,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Marivivens,Marivivens niveibacter,100,100,100,100,53.144588744588766,24.931385281385282,10.092857142857143
ASV124,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Haloferula,Haloferula phyci,100,100,100,100,100,100,63.83333333333333
ASV125,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,Rubritalea spongiae,100,100,100,100,100,100,81.5
ASV126,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,Rubritalea tangerina,100,100,100,100,100,100,85.5
ASV128,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alloalcanivorax,Alloalcanivorax venustensis,100,100,100,100,100,100,100
ASV129,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,100,100,100,100,100,100,100
ASV131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV133,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Pseudoruegeria,Pseudoruegeria aquimaris,100,100,100,100,99.5,64.95,64.95
ASV134,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens tegetincola,100,100,100,100,100,100,100
ASV135,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax jadensis,100,100,100,100,100,99.66666666666667,95.16666666666667
ASV136,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,100,100,100,100,100,100,100
ASV137,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea montiporae,100,100,100,100,100,100,52.5
ASV138,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptunomonas,Neptunomonas antarctica,100,100,100,100,100,87.33333333333333,81.83333333333333
ASV140,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Sansalvadorimonas,Sansalvadorimonas verongulae,100,100,100,100,98,98,98
ASV141,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio tubiashii,100,100,100,100,100,100,100
ASV142,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Stieleria,Stieleria varia,100,100,100,100,100,88.16666666666666,78
ASV143,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas profundi,100,100,100,100,100,100,99.030303030303
ASV144,Bacteria,Myxococcota,NA,Nannocystales,Nannocystaceae,Plesiocystis,Plesiocystis pacifica,100,100,62.00000000000001,62.00000000000001,62.00000000000001,57.00000000000001,57.00000000000001
ASV145,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter nauticus,100,100,100,100,100,100,99.26666666666668
ASV146,Bacteria,Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Aureispira,Aureispira maritima,100,100,100,100,100,100,100
ASV148,Bacteria,Bacillota,Clostridia,Lachnospirales,Vallitaleaceae,Petrocella,Petrocella atlantisensis,100,100,100,92.5,83.26666666666668,74.19999999999999,74.19999999999999
ASV149,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,100,100,100,100,100,100,72
ASV150,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstiella,Fuerstiella marisgermanici,100,100,100,100,100,100,100
ASV151,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,100,100,100,100,100,100,100
ASV152,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Qipengyuania,Qipengyuania huizhouensis,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,91.94809021387974,76.98246840878424,7.322962417699261
ASV153,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,100,100,100,100,100,100,32.56199323552262
ASV156,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,Oceanobacter mangrovi,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003,98.33333333333336,67.66666666666669
ASV158,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Robertmurraya,Bacillus coreaensis,100,100,100,100,100,34.33333333333333,32.66666666666664
ASV159,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium lactis,100,100,100,100,100,100,100
ASV160,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureicoccus,Aureicoccus marinus,100,100,100,100,100,100,100
ASV161,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,100,100,100,100,100,100,100
ASV165,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,Oceanospirillum beijerinckii,100,100,100,67.83333333333333,60.16666666666668,59.16666666666668,31.500000000000014
ASV166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV167,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas piscicida,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.90208333333331,99.90208333333331,35.21528372340389
ASV168,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,100,100,100,100,100,91.45,91.45
ASV169,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudooceanicola,Pseudooceanicola antarcticus,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,66.13333333333334,50.4059523809524,21.626190476190484
ASV171,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter nauticus,100,100,100,100,100,100,100
ASV172,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter,Halarcobacter bivalviorum,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,39.33333333333334,39.33333333333334
ASV173,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter longus,100,100,100,100,85.60576923076924,40.579166666666644,40.579166666666644
ASV174,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Polymorphum gilvum,100.00000000000004,100.00000000000004,100.00000000000004,68.9797619047619,68.9797619047619,59.08333333333334,31.020238095238103
ASV176,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,100.00000000000006,100.00000000000006,100.00000000000006,100.00000000000006,100.00000000000006,100.00000000000006,27.755756351977244
ASV178,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas salina,100,100,100,100,100,100,25.566666666666666
ASV179,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,100,100,100,100,100,100,94.9
ASV181,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,Oceanobacter mangrovi,100,100,100,100,100,90.33333333333333,89.33333333333333
ASV182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV183,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella poriferorum,100,100,100,100,100,100,90.5
ASV184,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,100,100,100,100,100,100,100
ASV185,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,Rubritalea tangerina,100,100,100,100,100,100,83.5
ASV187,Bacteria,Bacteroidota,Saprospiria,Saprospirales,Lewinellaceae,Neolewinella,Neolewinella marina,100,100,100,100,100,56.00000000000001,56.00000000000001
ASV188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV189,Bacteria,Verrucomicrobiota,Opitutae,Puniceicoccales,Coraliomargaritaceae,Coraliomargarita,Coraliomargarita akajimensis,100,100,100,100,100,100,86.33333333333331
ASV190,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea coralli,100,100,100,100,99,93.25,37.33333333333334
ASV191,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Shimia,Shimia marina,100,100,100,100,100,100,100
ASV192,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum litopenaei,100,100,100,100,100,95.5,59.41666666666665
ASV193,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella ulvae,100,100,100,100,100,100,74.58333333333331
ASV194,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax jadensis,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003,88.00000000000003,28.16666666666667
ASV195,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas confluentis,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,84.19629629629627,61.5980019493178
ASV196,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas aquamarina,100,100,100,100,100,100,39.46666666666664
ASV197,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Neptunicella,Neptunicella marina,100,100,100,100,100,75.33333333333331,75.33333333333331
ASV200,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,100,100,100,100,100,73.58333333333331,73.58333333333331
ASV201,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea coralli,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,98.4,86.9,30.33333333333333
ASV202,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina fontislapidosi,100,100,100,100,100,100,81
ASV203,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacterioplanoides,Bacterioplanoides pacificum,100,100,100,97,95.5,79,79
ASV205,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,Hyphomonas atlantica,100,100,100,100,100,100,47.33333333333334
ASV206,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Qipengyuania,Qipengyuania xiapuensis,100,100,100,100,100,98.7,73.05000000000001
ASV207,Bacteria,Pseudomonadota,Alphaproteobacteria,Candidatus Pelagibacterales,Candidatus Pelagibacteraceae,Pelagibacter,Candidatus Pelagibacter ubique,100,100,100,100,100,100,100
ASV208,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Roseivirgaceae,Roseivirga,Roseivirga spongicola,100,100,100,100,100,100,100
ASV209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
